Driver,LapNumber,LapTime,Compound,TyreLife,Position,Time,PitInTime,PittedThisLap,LapSeconds,PersonalDelta,CumSeconds,Interval
COL,30.0,0 days 00:01:24.336000,HARD,18.0,11.0,0 days 01:36:34.908000,,False,84.336,-0.0379999999999967,5794.908,1.094000000000051
COL,31.0,0 days 00:01:24.641000,HARD,19.0,11.0,0 days 01:37:59.549000,,False,84.641,0.3050000000000068,5879.549,1.0010000000002037
COL,32.0,0 days 00:01:24.743000,HARD,20.0,11.0,0 days 01:39:24.292000,,False,84.743,0.10199999999998965,5964.292,0.8670000000001892
COL,33.0,0 days 00:01:25.632000,HARD,21.0,11.0,0 days 01:40:49.924000,,False,85.632,0.88900000000001,6049.924,1.1400000000003274
COL,34.0,0 days 00:01:28.651000,HARD,22.0,11.0,0 days 01:42:18.575000,0 days 01:42:15.932000,True,88.651,3.0189999999999912,6138.575,4.677999999999884
COL,35.0,0 days 00:01:42.632000,HARD,1.0,12.0,0 days 01:44:01.207000,,False,102.632,13.981000000000009,6241.207,4.523000000000138
COL,36.0,0 days 00:01:23.197000,HARD,2.0,11.0,0 days 01:45:24.404000,,False,83.197,-19.435000000000002,6324.404,3.881000000000313
COL,37.0,0 days 00:01:23.540000,HARD,3.0,11.0,0 days 01:46:47.944000,,False,83.54,0.3430000000000035,6407.944,0.08700000000044383
COL,38.0,0 days 00:01:25.911000,HARD,4.0,10.0,0 days 01:48:13.855000,,False,85.911,2.370999999999995,6493.855,18.734999999999673
COL,39.0,0 days 00:01:30.454000,HARD,5.0,10.0,0 days 01:49:44.309000,,False,90.454,4.542999999999992,6584.309,20.515000000000327
COL,40.0,0 days 00:01:46.371000,HARD,6.0,10.0,0 days 01:51:30.680000,,False,106.371,15.917000000000002,6690.68,18.365999999999985
COL,41.0,0 days 00:01:26.845000,HARD,7.0,10.0,0 days 01:52:57.525000,,False,86.845,-19.525999999999996,6777.525,1.8109999999996944
